id,Course,Year,Company_Name,Postal_Code,City,Country,Subject,Pay_Details,Student_id
,ING1,2014/2015,VICTOR & BASILE,75013,PARIS,FRANCE,"- MCD de la base de donnes de l'application, - Relations entre les tables, - Mise en uvre de la structure et implantation du Framework, - Dveloppement technique, - Documentation technique, - Respect des normes de conception iOS et Android, - Test multi",508.2,3766655
,ING1,2014/2015,NJ CONSEIL,75013,PARIS,FRANCE,"Cration d'un espace membre (langage Java Script, bas, et framework Meteor, bootstrap) au sein d'une plateforme juridique en ligne, lequel comprendra un accs aux annonces cibles de la plateforme en adquation avec les profils + la possibilit pour les membres de rdiger des devis et des messages personnaliss. Travail au sein de l'quipe informatique en Web- dveloppement et Web-Graphisme (3 personnes)",125,83059274
,ING2,2014/2015,VICTOR & BASILE,75013,PARIS,FRANCE,Conception/cration et maintenance de sites web et d'applications mobiles.,508.2,68740177
,ING3,2014/2015,VICTOR & BASILE,75013,PARIS,FRANCE,"Travail au sein de sa socit, VICTOR et BASILE. - Gestion administrative et financire de la socit, - Gestion d'un porte feuille client et dveloppement commercial, - Organisation du travail au sein d'un effectif de deux stagiaires et plusieurs autres prestataires externes, - Responsable de la livraison et de la qualit des rendus, - Mise en uvre du lancement d'un nouveau projet d'application mobile (cration graphique, spcifications techniques, MS Project, dveloppement technique).",0,14216442
,ING3,2014/2015,VICTOR & BASILE,75013,PARIS,FRANCE,"Gestion administrative et financire de la socit, Gestion d'un portefeuille client et dveloppement commercial, Organisation du travail au sein d'un effectif de deux stagiaires et plusieurs autres prestataires externes, - Responsable de la livraison et de la qualit des rendus, - Mise en uvre du lancement d'un nouveau projet d'application mobile (cration graphique, spcifications techniques, MS Project, dveloppement technique).",0,14216442
,ING1,2014/2015,DEMOOZ PROCESSING,31000,TOULOUSE,FRANCE,"Dveloppement site web chez DEMOOZ. Angular JS, Node.JS, Bootstrap, Test unitaire (Karma) ...",500.51,88639260
,ING1,2014/2015,CGI - TOULOUSE,31000,TOULOUSE,FRANCE,Analyste Dveloppeur en Intelligence Artificielle. Participer  la mise en place des tests unitaires automatiss d'une application de gestion de la connaissance. Rdiger la documentation ; estimer les charges de ralisation d'un programme / tests unitaires afin de raliser vos programmes dans les dlais demands ; participer aux activits de veille technologique du T&I.,500,94013381
,ING2,2014/2015,CGI - TOULOUSE,31000,TOULOUSE,FRANCE,Dveloppement d'applications ddies  l'urbanisation du systme d'information d'un centre de services,725,75774655
,ING1,2014/2015,MAISON DE LA THAILANDE,75004,PARIS,FRANCE,"Dveloppement PHP. - Remontes et corrections d'anomalies sur le CRM existant (PHP) (factures, mails automatiques...), - Dveloppement de nouvelles fonctionnalits sur ce CRM (PHP / Javascript) (uploads, formulaires, ...), - Participation  la recette et  la mise en production du nouveau site immobilier dvelopp en PHP/HTML sous SYMFONY2 par un prestataire extrieur et livr en juin 2015 (www.maison-thailande-immobilier.com), - Dveloppement de nouvelles fonctionnalits sur les front et back offices de ce nouveau site (ceci constituant l'essentiel du stage), - Participation  la recette et  la mise en production du nouveau site gnral dvelopp en PHP/HTML/PRESTASHOP par un prestataire extrieur (www.yateo.com) et livr en juillet 2015 (www.maison-thailande.com), - Aboutement du CRM avec l'API de la solution d'emailings (www.sendinblue.com), - Mission complmentaires  dfinir selon l'avance des prcdentes.",500.5,14644897
,ING2,2014/2015,APPLIDIUM,75004,PARIS,FRANCE,"Prdiction de disponibilit de Vlib. Raliser un tat de l'art. Concevoir une rponse innovante  la problmatique. Mettre en place des facteurs de mesure pour valuer le succs du projet. Mesurer la russite. Prsenter les rsultats/enseignements du projet. Suivre une formation sur les technologies back-end, particulirement ruby on rails. Participer au dveloppement des outils internes/projets clients.",1300,9965418
,ING1,2014/2015,CENTRE DES SCIENCES DE LA CONSERVATION,75005,PARIS,FRANCE,"Cration de requtes et d'environnement web visant  la restitution et  l'agrgation de donnes sur les sites des observatoires participatifs. 1) Manipulation de quatre SGBD: Oracle, PostGres, ACCESS et MySQL. 2) Crer requtes. 3) Crer des reprsentations graphiques selon les modles fournis par les chercheurs. 4) Les intgrer dans une interface web compatible avec celle du prestataire.",0,37188171
,ING1,2014/2015,LEMON LEARNING SAS,75005,PARIS,FRANCE,"Missions de dveoppement web: PHP, MysQL Possibilit d'volution vers du dveloppement mobile (JAVA / Android)",100,27183716
,ING2,2014/2015,PRO BTP,75006,PARIS,FRANCE,"Analyse de l'allocation financire et valuation du risque march. Analyse du risque march des institutions du groupe PRO BTP (Action, Spread, Taux...) dans le cadre de solvabilit 2. Etude du process d'optimisation de l'allocation d'actif dans le cadre ALM et mise en place des amliorations possibles. Pendant la dure du stage la manipulation d'outils informatiques SAS et Excel est trs prsente.",800,14600817
,ING2,2014/2015,OXENT,75006,PARIS,FRANCE,"Mise en place et pilotage de l'exploitation li au lancement de l'application mobile toomament.com via les missions suivantes: Gestion de projet et planification, Pilotage et coordination de prestataires, Suivi de la qualit du travail des prestataires.",800,8997654
,ING3,2014/2015,BDO ADVISORY,75007,PARIS,FRANCE,Conseil en pratique comptable. Controle interne et supervision des pratiques comptables (identifier les comportements et pratiques comptables  risque grce  l'analyse de donnes) ; fraudes et incidents (prvenir et dtecter le risque de fraude) ; systmes d'informations (identifier et grer les besoins de scurit de l'information) ; conception de solutions dcisionnelles (tableaux de bord de management d'entreprise).,1700,86445763
,ING3,2014/2015,BDO ADVISORY,75007,PARIS,FRANCE,"Business Intelligence. Contrle interne et supervision des pratiques comptables (identifier les comportements et pratiques comptables  risque grce  l'analyse de donnes), Fraudes et incidents (prvenir et dtecter le risque de fraude), Systmes d'informations (identifier et grer les besoins de scurit de l'information), Conception de solutions dcisionnelles (tableaux de bord de management d'entreprise).",1700,24272561
,ING3,2014/2015,LABORATOIRE SAMM,75013,PARIS,FRANCE,CONVENTION DE STAGE NON OBLIGATOIRE. Classification croise pour l'analyse exploratoire de donnes mixtes volumineuses. L'objectif de ce stage est de participer au dveloppement de mthodes d'analyse exploratoire de donnes massives s'attaquant  trois problmes importants: 1) les donnes relles sont mixtes alors que les modles sont en gnral spcifiques  un type de donnes; 2) les rsultats des mthodes classiques sont difficiles  interprter et/ou  exploiter; 3) les mthodes classiques sont rarement capables de traiter les masses de donnes disponibles actuellement. Il s'agit plus prcisment d'tendre l'approche MODL  de nouveaux cas d'utilisation. Cette approche d'estimation de densit par des modles en grille est dveloppe par Orange Labs depuis quelques annes. Elle s'appuie sur la construction de groupes de valeurs dans le cas qualitatif et d'intervalles dans le cas quantitatif. Les produits cartsiens entre ces groupes pavent l'espace des valeurs prises par les observations en une grille. On estime alors la densit de la loi jointe des observations en la supposant constante sur chaque pav de la grille. L'objectif du stage est d'tendre le principe de l'approche MODL a des problmes de classification croise objets x variables.,502.43,22074337
,ING2,2014/2015,SNCF,75014,PARIS,FRANCE,"tudier la faisabilit de l'utilisation du nouveau systme d'information du trafic voyageurs pour la constitution de la base de donnes de trafic par origine-destination et par transporteur et pour l'identification de la squence des trains utiliss par les clients pour leur voyage de bout en bout. Elaborer un processus d'interrogation et de traitement des donnes du nouveau systme d'informations afin d'automatiser la constitution de la base de donnes par origine-destination et par transporteur, avec mise en cohrence et en qualit des donnes de trafic et d'offre. Produire une documentation pour l'utilisation de ce processus d'interrogation et de traitement des donnes.",900,34862294
,ING1,2014/2015,TESTIA FRANCE,31024,TOULOUSE,FRANCE,"Amlioration d'un logiciel utilis pour analyser les pices composites de l'A350. Le stagiaire participera  la ralisation de plusieurs modules : identification et caractrisation des dfauts par l'intgration dans la base de donnes, cration d'un IHM permettant de visualiser le contenu de la base, cration de nouveaux lecteurs de format de fichiers, cration d'une aide contextuelle multilangue. Il s'agit d'utiliser une bibliothque JAVA ( identifier) permettant d'avoir une aide sur un module en particulier, de pouvoir faire des recherches par mots-clefs...",508.2,49094911
,ING1,2014/2015,CAPGEMINI TECHNOLOGY SERVICES - TOULOUSE,31036,TOULOUSE CEDEX 1,FRANCE,"Dveloppeur Java. Participation  l'ensemble du cycle de vie projet pour le compte de l'un de nos clients du secteur aronautique. Participation  la ralisation de la version : dveloppement, tests unitaires. Participation aux tests d'intgration et de validation en fonction des besoins du projet et des souhaits d'orientation du stagiaire. Prise en charge de correctifs d'anomalies des phases d'intgration, validation et recette utilisateurs. Contribution au maintien en conditions oprationnelles des applications : ralisation de correctif et d'volutions.",750,12832871
,ING3,2015/2016,MUREX,75782,PARIS CEDEX 16,FRANCE,Contrat de professionnalisation - Titre d'Ingnieur - Spcialit Gnie Informatique,0,28906550
,ING1,2015/2016,BLACKHOLE LAB,75784,PARIS,FRANCE,"Base de donnes + dveloppement site web. Le stagiaire aura 2 missions principales : il devra mettre  jour et adapte  la base de donnes pour le moment sous utilis au sein de BlackHole Lab. D'autre part le site internet en cours de rnovation suite  une mise  jour de Word Press et des outils, le stagiaire devra se familiariser avec ces modules, en proposer d'autres afin d'amliorer le site pour sa nouvelle mise en ligne en Septembre.",554.4,71549024
,ING3,2015/2016,SOCIETE GENERALE,75886,PARIS CEDEX 18,FRANCE,DD : CONVENTION DAUPHINE. Ingnierie - Etude et dveloppement de l'intelligence Artificielle. Participation  l'identification des opportunits de l'intelligence artificielle dans une activit de production.,1900,21899257
,ING3,2015/2016,SOCIETE GENERALE,75886,PARIS CEDEX 18,FRANCE,Contrat de professionnalisation - Titre d'Ingnieur - Spcialit Gnie Mathmatique,0,25880287
,ING2,2015/2016,SOCIETE GENERALE - PARIS 18,75886,PARIS CEDEX 18,FRANCE,Assistance implmentation d'un outil de suivi d'analyse de risques de crdit. Dveloppement VBA. Analyse risque march crdit.,1000,49091229
,ING2,2015/2016,SOCIETE GENERALE - PARIS 18,75886,PARIS CEDEX 18,FRANCE,Analyste liquidit. Automatisation de contrles et reporting.,1000,87755408
,ING3,2015/2016,SOCIETE GENERALE - PARIS 18,75886,PARIS CEDEX 18,FRANCE,DD : CONVENTION DAUPHINE. Collateral Trading Support. Optimisations de positions titres. Optimisation du collatral. Couverture du risque de contrepartie.,1250,70533185
,ING3,2015/2016,SOCIETE GENERALE - PARIS 18,75886,PARIS CEDEX 18,FRANCE,"DD : CONVENTION DAUPHINE. Confidentiel. Analyse du besoin de l'quipe Risques Rdaction des spcifications fonctionnelles dtailles. Cration du site Planning, suivi et recette.",1900,656929
,ING3,2015/2016,SOCIETE GENERALE - PARIS 18,75886,PARIS CEDEX 18,FRANCE,DD : CONVENTION DAUPHINE. Confidentiel. Assistance  l'implmentation d'un systme d'ingnierie virtuelle pour le dpartement de production.,1900,15891795
,ING1,2015/2016,CRAMIF,75954,PARIS CEDEX 19,FRANCE,"Ralisation d'une version informatique des 2 outils de prvention du risque routier professionnel. Participation  l'expression de besoin,  la spcification technique et  la rdaction du cahier des charges, Dveloppement de l'applicatif (PHP), Validation d'aptitude au bon fonctionnement de l'applicatif. En fonction du temps disponible : Mise en production, Rdaction d'une documentation technique permettant la maintenance de la plateforme web.",554.4,65050009
,ING2,2015/2016,EDF - DIRECTION DES ACHATS,76175,ROUEN CEDEX,FRANCE,"Programmation VBA sous Access. Etude dtaille des besoins et criture du cahier des charges. Modlisation de l'application volutive sous logiciel Access + VBA (base donnes, dveloppement des interfaces utilisateurs). Tests et adaptation.",735,79783530
,ING2,2015/2016,MYCASTOR SAS,76410,SAINT AUBIN LES ELBEUF,FRANCE,"Ralisation de projet en Java et/ou .Net et/ou PHP. Participation aux phases d'analyse de dveloppement et de test d'applications de gestion spcifiques, en environnement JEE, .Net ou PHP.",550,94265474
,ING1,2015/2016,ANGEL NAILS 77,77000,MELUN,FRANCE,Dveloppement Web. Dveloppement d'un site web de rservation de rendez-vous.,0,17950595
,ING2,2015/2016,QUADRICA,77183,CROISSY-BEAUBOURG,FRANCE,"Dveloppement et maintenance d'une application d'exploitation de donnes 3D. Dcliner l'outil actuel sous la forme d'applet Java et faire voluer les mcanismes d'changes de donnes de manire  pouvoir accder aux donnes en mode hberg. Dvelopper en HTLM5 / JQquery / Javascript un premier sous-ensemble fonctionnel de l'application (visualisation d'une image panoramique, saisie de mesure sur font d'image, visualisation 3D des mesures et d'extraits de nuage de point)",750,33704820
,ING2,2015/2016,LOBELLIA CONSEIL,77630,BARBIZON,FRANCE,"Business Intelligence. Participation  la mise en place d'une solution de pilotage dcisionnel pour le domaine de secours avec la solution Jedox : Formation  l'outil, Prise en compte des travaux effectus avec l'offre Microsoft, Spcifications techniques et dveloppement d'une partie des modules identifis, Documentation.",900,64836969
,ING2,2015/2016,ALTO INVEST,78000,VERSAILLES,FRANCE,"Participation  la vie de la PMS et des services. Analyse financire. Back Office, Travaux sur projets Informatique.",1000,57647062
,ING2,2015/2016,STRUCTIS,78061,GUYANCOURT,FRANCE,Automatisation des bascules des clusters SQL et HyperV. Dveloppement de solution informatique. Mise  jour Windows. Maintenance serveur.,1000,17815776
,ING1,2015/2016,MATHS POUR TOUS,78100,SAINT GERMAIN EN LAYE,FRANCE,Dveloppement Web. Mission de dveloppement Web. Cration d'un site internet.,554,98017993
,ING3,2015/2016,DASSAULT SYSTEMES,78140,VELIZY VILLACOUBLAY CEDEX,FRANCE,Portfolio analyst. Organisation des diffrentes donnes portfolio. Dfinition de KPls portfolio. dfinition et dveloppement d'un outil permettant la visualisation et exploitation des donnes portfolio par des analyses dynamiques base sur EXALEAD CloudView.,1410,19848860
,ING1,2015/2016,LGM INGENIERIE,78140,VELIZY CEDEX,FRANCE,"Dveloppement logociel en C# dans le cadre d'un SIL. Le stage consistera  participer  la ralisation ou  l'interfaage de composants logiciels utiliss dans les SIL, tels que des composants de GMAO, de gestion de la maintenance, ou de gestion des quipements. Le stagiaire utilisera principalement l'environnement : C#, NET, Webservices, SQLServer. Les activits seront axes sur le travail aux interfaces des composants pour permettre linterconnexion entre systme et standards. Les produits dvelopps au sein de LGM sont diffuss aux diffrents industriels et quipementiers du domaine de laronautique et de la dfense, et ncessitent une qualit professionnelle.",800,29168405
,ING1,2015/2016,ABONITE CONSULTANTS,78180,MONTIGNY LE BRETONNEUX,FRANCE,Programmation en langage PLSQL et utilisation de l'ERP Sage X3. Ralisation de dveloppement en language PL/SQL.,600,17211571
,ING1,2015/2016,RENAULT,78280,GUYANCOURT,FRANCE,Administrateur de donnes informatiques pour construction d'indicateurs. - Recueil et consolidation des maquettes effectifs des diffrents dpartements pour les besoins quipe de nuit et 2x8; - Elaboration de fichiers de suivi; - Consolidation de fichiers existants; - Elaboration de macros; - Revue quotidienne des besoins / intgrations avec l'quipe intrim de l'Agence RH; - Support  l'quipe intrim de l'Agence RH,546,26961087
,ING2,2015/2016,RENAULT,78280,GUYANCOURT,FRANCE,"ST - Informatique dcisionnelle: dveloppement d'un outil de pilotage des Road Map qualit. L'objectif du stage est de dvelopper un outil simple sur une base excel, VBA. Cet outil doit permettre aux mtiers de dfinir les actions  mettre en place pour amliorer le niveau de qualit dans le cadre du Plan triennal. Le stagiaire aura donc pour missions de: - Dvelopper, et dployer en transversal au sein de l'ingnierie les outils d'aide au pilotage de la qualit, - D'assurer l'extraction de diffrentes bases de donnes, - Guider les diffrents clients dans la construction des cahiers des charges pour les outils de pilotage, - Former des quipes  l'utilisation et  la maintenance des outils, - Analyser les diffrents feedback afin de dfinir les potentielles volutions.",800,25836759
,ING1,2015/2016,SIX-AXE SAS,78290,CROISSY SUR SEINE,FRANCE,"Transformation d'une procdure de migration SQL en un composant de type ETL. Au sein de l'quipe R&D de Six-Axe : Analyser et dcomposer la procdure en composants, proposer une conception au chef de projet, une fois la conception termine et valide, passer  l'implmentation, rdaction du cahier de recette, ralisation d'une d&monstration.",545.01,83859601
,ING2,2015/2016,EPAWN,75020,PARIS,FRANCE,"Conception et dveloppement d'applications interactives multi-plateformes, de type jeux vidos / ralit virtuelle / ralit augmente / jouets connects / mini drnes, utilisant la technologie de capture de mouvement propritaire ePawn : Conception/architecture  partir d'un cahier des charges, Dveloppement objet sous C# en utilisant le moteur Unity3d, Intgration de mdias (3D, vidos, sons), Tests, Documention.",554,60619165
,ING2,2015/2016,LIGHTBULB CREW,75020,PARIS,FRANCE,"Community Manager. Cration de stratgies pour la croissance et engagement de la communaut. Surveillance et animation des forums/rseaux sociaux. Gestion et excution d'initiatives communautaires (concours, site de fans, vnements, campagnes d'e-mail.)",1400,8997654
,ING3,2015/2016,TALAN SOLUTIONS,75116,PARIS,FRANCE,"Consultant dcisionnel - Cognos BI / Informatica pour un client dans le domaine de la cosmtique. Projet de mise  disposition des information relatives aux marges ralises sur les produits manufacturs dans l'ensemble des usines. Dfinition et mise en place de l'architecture technique : Participation  l'analyse des besoins fonctionnels, des exigences techniques, Participation  la rdaction du Dossier d'Architecture Technique. Conception : Participation aux ateliers de conception de la solution ( la modlisation de la solution, aux flux de donnes,  l'ordonnancement des traitements, aux restitutions). Dveloppement : Participation aux phases de dveloppement / maintenance / volution des composants ( Bases de donnes, alimentation, Script PowerShell, Restitution) Tests et recette de la solution : Participation aux phases de Benchmark technique, tests unitaires des composants une fois le dveloppement achev, correction des anomalies suite  leur dtection en phase de recette, recette des rapports Cognos produits. Mise en production: Participation aux phrases de dploiement des composants en production.",1400,36310723
,ING3,2015/2016,TALAN SOLUTIONS,75116,PARIS,FRANCE,Stage consultant dcisionnel. Intgr au sein d'une quipe EXL experte en dcisionnel intervenant dans le cadre d'une prestation forfaitaire chez un de nos clients dans le domaine du transport.,1400,42019364
,ING2,2015/2016,MANICULT,75116,PARIS,FRANCE,Prospecter de nouveaux clients. Dvelopper et maintenir les relations avec les clients. Mise en place d'une stratgie marketing. Gestion et analyse des retours clients.,0,1733618
,ING3,2015/2016,EQUANCY,75116,PARIS,FRANCE,Internship subject : image mining applications in marketing.,1300,32632137
,ING2,2015/2016,ICADE,75168,PARIS CEDEX 19,FRANCE,"Assistance aux chefs de projets BI. Dveloppement de requtes SQL, volution des univers, Dveloppement de rapports. Projets sur lesquels l'tudiant va travailler : OPALIX et Gestion de versions des flux ETL.",600,73093121
,ING2,2015/2016,LA BANQUE POSTALE,75275,PARIS CEDEX 06,FRANCE,"Finance de march. Au sein de l'quipe analyse des activits de march du ple valorisation analyse et rsultat, l'assistant analyste P & L et risque de march est rattach  la direction des oprations financires, et travaillera au sein d'une quipe de 4 personnes. Il aura pour mission de : Produire les reportings quotidiens de suivi des activits de march  destination du Front Office, du management de la DOF et de la direction des risques; et suivi des expositions, Produire et valider les indicateurs globaux d'aide  la dcision, Participer aux travaux d'arrt comptable, Produire la valorisation quotidienne des oprations de march de destination des diffrents clients internes ou externes.",1000,43002674
,ING2,2015/2016,ASSEMBLE NATIONALE,75355,PARIS SP 7,FRANCE,"Migration technique d'un module fonctionnel d'une application mtier lgislative de l'Assemble Nationale crite en Java, PL/SQLet struts vers les frameworks spring, Hibernate et Extls. Cette mission requiert aussi de bonnes capacits d'analyste du besoin fonctionnel pour tre de proposition pour amliorer l'exprience utilisateur.",554.4,18721381
,ING2,2015/2016,CAISSE DES DEPOTS ET CONSIGNATIONS,75356,PARIS,FRANCE,"Contrle qualit des donnes. Automatiser une partie des contrles mis en place par la cellule Contrle qualit des donnes, Participer  la production des tats de contrle et analyser les anomalies des donnes. Contribuer, en tant que besoin, aux rflexion sur les nouveaux contrles  mettre en place.",1466.62,69774668
,ING2,2015/2016,CAISSE DES DEPOTS ET CONSIGNATIONS,75356,PARIS,FRANCE,"Production d'indicateurs de risque (VAS, Tracking-end,...). Analyse et contrle des rsultats. Production des rapports de suivi de risques. Participation  l'amlioration du dispositif de production existant, automatisation, amlioration des modles de risque. Participation  l'implmentation de nouveaux outils: tests unitaires, calibrage des modles et paramtrage des outils.",1466.62,10999893
,ING2,2015/2016,HSBC - PARIS,75419,PARIS CEDEX 8,FRANCE,"Dveloppement de projet innovant, Big Data, optimisation exprience utilisateur.",1000,44825553
,ING2,2015/2016,HSBC - PARIS,75419,PARIS CEDEX 8,FRANCE,"Dveloppement de projet innovant, Big Data, Optimisation exprience utilisateurs.",1000,85971351
,ING2,2015/2016,HSBC - PARIS,75419,PARIS CEDEX 8,FRANCE,Projet Innovant HSBC. Dveloppement d'un projet innovant pour HSBC sur de l'optimisation exprience utilisateur / Big Data.,1000,62305474
,ING3,2015/2016,HSBC - PARIS,75419,PARIS CEDEX 8,FRANCE,"Assistant Head of Equity. Vous serez rattach directement au Managing Director - Equities Paris. Dans ce cadre vos missions seront  la fois stratgiques et oprationnelles. Coordination des diffrentes quipes d'Equities Paris : Communication journalire des rsultats Equities Paris, Prparation et suivi de Meeting hebdomadaire et mensuel pour un point sur les activits Trading, Structuring, Sales, Cash et Quants. Rdaction de notes de recherche sur les tendances majeures du march Equity Derivatives. Possibilit de projets avec les quipes de Trading , Sales, Structureur et Quants. Dveloppement du Business pour les Sales EMEA : Dveloppement de projets de fond : Conception, mise en place d'outils d'analyse du business. Maintenance et dveloppement en VBA de fichiers utiliss par les diffrentes quipes Sales EMEA Travail en collaboration avec les sales Equity Derivatives Flow, Private Banking et Retail.C'est clair qu",1550,54720604
,ING3,2015/2016,HSBC - PARIS,75419,PARIS CEDEX 8,FRANCE,L'assistant ingnieur financier paulera le responsable de produits structures pour maintenir de dveloppement l'offre produits. Mettre  jour et maintenir la base de donnes de produits. Participer  l'laboration de la documentation technique et commerciale. Produire les reportings internes et externes. Participer  l'laboration de l'offre.,1400,35081581
,ING3,2015/2016,BNP PARIBAS,75450,PARIS CEDEX 09,FRANCE,"Restructuration d'un portefeuille d'assurance auto. Au sein du dpartement Corporate Produits & Services, je contribuerai : A l'analyse des volutions de marchs et des innovations produits,  la dfinition des tendances de socits et des attitudes du consommateur sur un primtre international: Europe, Amrique Latine et Asie (implantations dans 34 pays ), aux travaux de dveloppement et d'implmentation de nouveaux concepts, au dveloppement du rseau international Auto Insurance,  l'analyse Price & Data, au management de l'information sur l'Assurance Auto, bas sur les donnes existantes et au calcul de ratios courant et prdictifs pour les produits d'assurance Auto.",1365,98883863
,ING2,2015/2016,ENSEMBLE PROTECTION SOCIALE,75627,PARIS CEDEX 13,FRANCE,"Participation aux tests et simulations ORSA 2016. Participation  l'activit de production rglementaire de la Direction Financire: Pour les calculs trimestriels, Pour les simulations raliss dans le cadre de l'ORSA, Dcouverte et participation aux activits de Middle-Office de la Direction financire.",1200,21000001
,ING2,2015/2016,NATIXIS ASSET MANAGEMENT,75634,PARIS CEDEX 13,FRANCE,"Assistant Grant convertible. Comprhension de notre outil de monitoring Portefeuilles Convertibles Amlioration des fonctionnalits de l'outil. Mise en place d'outils de screening sur l'univers monde (screening simple et complexe conditionnel). Intgration des modles de risque (VAR, Optimisation de l'allocation) en collaboration avec l'quipe du quant. Attribution de performance sur les fonds. Suivi de svalidations des Valorisations des fonds. Cration d'un outil de monitoring de l'univers des convertibles Monde  partir de la base Thomson Reuters.",1200,47355608
,ING3,2015/2016,LA MUTUELLE GNRALE,75634,PARIS CEDEX 13,FRANCE,Prvisions des souscriptions.,1200,13089306
,ING3,2015/2016,LA MUTUELLE GNRALE,75634,PARIS CEDEX 13,FRANCE,Dmarche d'analyse prdictive. Data prparation.,1200,96103905
,ING2,2015/2016,SMABTP,75739,PARIS CEDEX 15,FRANCE,"Rationaliser, optimiser et industrialiser des outils actuariels cls dans le calcul des engagements et de la solvabilit de SMABTP, notamment le volet de calcul des PSNEM. Afin de bnficier d'un gain de performance de calcul, de traabilit et de facilit dans la maintenance volutive. Raliser un reverse engineering des algorithmes implments, proposer des piste d'optimisation et partager avec les actuaires sur leurs pertinences.",1200,99440024
,ING1,2015/2016,SOPRA STERIA - LA DEFENSE,92095,LA DEFENSE CEDEX,FRANCE,Programmation. Dveloppement d'une application web permettant aux chefs de projet et  ses responsables de suivre l'activit d'un projet en cours de ralisation.,700,69070761
,ING2,2015/2016,SOPRA STERIA - LA DEFENSE,92095,LA DEFENSE CEDEX,FRANCE,"AMOA/AMOE pour GRTGaz. - L'assistance  la rdaction de cahier des charges  travers des ateliers avec les mtiers - L'assistance utilisateur (support fonctionnel) - La validation des spcifications fonctionnelles et techniques - Le dveloppement de rapports dcisionnels (SSRS, Tableau Software, Power Pivot) - La recette des corrections et/ou volutions des applications (rdaction de stratgie de recette et de cahiers de tests, constitution de jeux de tests, suivi et bilan des tests) - L'accompagnement de la recette mtier (aide  la rdaction des scenarii des tests, support  la recette) - L'accompagnement  la mise en production (prsentation en comit de changement, constitution de la documentation technique, coordination de l'quipe en charge de l'infrastructure) - Proposition et mise en place d'outillage pour automatiser les tests. - Fourniture de la documentation projet (suivi des actions, reporting, suivi d'avancement, etc.).",1050,81416781
,ING3,2015/2016,SOPRA STERIA - LA DEFENSE,92095,LA DEFENSE CEDEX,FRANCE,"Projet dcisionnel SAP BI pour un acteur du monde de l'aropspacial - Client Airbus Safran Launcher Phase de spcification technique et fonctionnelle de la solution cible. Dveloppement et mise en oeuvre des solutions BI ( SAP BW, SAP Businessobjects BI 4.1, SAP BI Integrated planning, SAP Data Services). Excution de tests techniques et fonctionnels. Rdaction de spcifications techniques et de fiches de tests.",1400,56214183
,ING3,2015/2016,SOPRA STERIA - LA DEFENSE,92095,LA DEFENSE CEDEX,FRANCE,"Le programme Brique Blanche Dcisionnelle du Secrtariat Gnral du Ministre des Finances consiste  mettre en place un socle technique BI gnrique, rutilisable et respectant les rgles de l'art afin d'acclrer la refonte des diffrentes applications BI du Ministre. La refonte est en cours pour 3 applications BI (SIRH, Risque Professionnel, courrier interne). Ralisation d'un portail d'application (JEE Spring) et d'applications BI (Talend, Pentaho).",1400,1962099
,ING3,2015/2016,SOPRA STERIA - LA DEFENSE,92095,LA DEFENSE CEDEX,FRANCE,"Intgration das une quipe exprimente charge de travailler sur un projet dcisionnel depuis la collecte de donnes jusqu'aux restitutions ddies aux utilisateurs finaux. Ralisation de la maintenance et des projets dcisionnels pour la CNAMTS au sein d'une quipe multi-sites de 40 personnes (Nantes-Montreuil-Evreux) qui a en charge de la maintenance et la ralisation des projets dcisionnels de CNAMTS. Intgr au sein de l'quipe de dveloppement du projet, ralisation de composants PL/SQL, BOXi et ralisation de POC sur les nouveaux outils et es nouvelles architectures cibles de la CNALMTS : Composnts ETL, Refonte de chaine utilisant les techologies Big Data (Hadoop, Spark...)",1400,53457911
,ING3,2015/2016,AUBAY,92100,BOULOGNE BILLANCOURT,FRANCE,"Drive with your hand - Reconnaissance de gestes  partir du flux vido d'une webcam. tude et le portage de la couche de gestion des gestes en C/C++ avec l'utilisation des librairies telles que OpenCV, OpenGL, OpenCL et QT. Ce portage devra tre cross-plateforme. L'tude, la ralisation et le test du moteur d'vnements customizable qui doit permettre de dfinir un triplet geste/mouvement/geste un raccourci clavier qui sera ensuite transmis  l'application cible dans environnement bureautique classique.",1100,39167348
,ING1,2015/2016,CEGEDIM,92100,BOULOGNE-BILLANCOURT,FRANCE,"Analyse et traitement de donnes. Manipulation des bases de donnes avec divers outils (sql, power BI). Aide  la cration de rapports types, d'axes d'analyse sur les bases de donnes.",953.32,84017207
,ING3,2015/2016,ANSACONSULT SAS,92100,BOULOGNE BILLANCOURT,FRANCE,Dveloppement de prestations dans le milieu industriel. Audit de l'infrastructure Cerebris. Mise en place d'une solution de sauvegarde rgulire de donnes. Mise en place d'une authentification centralis. Ralisation et mise en place d'une banque CVS avec recherche par mots clefs. Divers dveloppements informatiques.,554.4,3058816
